X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,y
1,0,-9,-6,2,-8,-12,4,-10,6,0,9,-2,-4,10,1,1
1,1,-11,-8,1,-9,-16,7,-9,8,-2,7,-4,-2,8,1,1
1,3,-13,-10,-1,-9,-18,9,-7,10,-4,4,-5,1,6,1,1
0,6,-13,-12,-3,-9,-18,10,-4,12,-7,1,-6,2,4,1,1
-2,9,-13,-14,-4,-8,-18,10,-2,13,-9,-2,-7,2,3,3,1
-4,11,-12,-15,-5,-6,-17,8,-1,11,-10,-2,-10,2,2,4,1
-5,12,-11,-15,-6,-3,-15,6,-1,8,-11,-1,-13,1,1,6,1
-6,12,-9,-15,-7,-2,-13,3,-2,3,-11,2,-14,-2,-1,9,1
11,10,-10,-7,1,12,6,-14,1,-7,-6,3,-12,13,-7,-3,1
11,10,-10,-7,0,14,5,-14,1,-2,-5,0,-10,18,-8,-6,1
9,11,-10,-6,-2,16,4,-14,1,2,-4,-3,-9,20,-7,-8,1
6,11,-9,-4,-4,17,5,-13,1,4,-2,-6,-8,19,-4,-9,1
3,9,-7,-2,-4,14,5,-13,0,4,0,-8,-9,15,-2,-9,1
-1,7,-5,1,-4,11,6,-11,-2,5,1,-9,-10,12,-2,-7,1
-3,7,2,-6,-1,7,1,-7,-3,15,-14,-6,-8,1,-12,11,1
-2,7,3,-8,2,5,-1,-5,-1,15,-17,-5,-5,2,-15,10,1
-1,7,4,-10,4,2,-2,-3,2,13,-18,-4,-3,3,-17,10,1
1,6,4,-11,5,-2,-4,0,5,11,-18,-3,-2,4,-17,10,1
2,5,5,-12,6,-5,-6,3,7,8,-16,-3,-2,4,-16,10,1
4,4,4,-13,7,-7,-7,6,10,5,-13,-4,-2,5,-16,10,1
6,4,2,-12,8,-7,-8,7,12,4,-11,-4,0,7,-15,9,1
8,3,-1,-10,9,-7,-10,8,14,3,-10,-3,3,6,-14,8,1
11,1,-4,-8,9,-6,-11,8,17,1,-10,-2,6,5,-12,7,1
13,-2,-6,-5,9,-5,-11,8,20,0,-11,-1,8,5,-11,5,1
15,-4,-8,-4,10,-5,-11,7,21,-2,-11,-1,9,6,-10,3,1
17,-5,-8,-3,10,-5,-11,6,22,-2,-11,0,8,8,-9,2,1
18,-5,-9,-2,11,-5,-10,6,22,-2,-11,0,8,10,-10,0,1
18,-4,-9,-2,11,-4,-9,6,22,-1,-12,-1,9,10,-10,-1,1
17,-2,-10,-2,11,-5,-9,5,21,-1,-12,-1,11,7,-10,-1,1
16,-2,-10,-3,12,-6,-8,5,20,-2,-12,-1,11,3,-9,-1,1
17,-3,-10,-4,12,-8,-8,5,19,-3,-12,-1,10,0,-8,0,1
19,-4,-8,-5,12,-8,-8,5,19,-3,-12,-1,9,2,-8,0,1
22,-6,-6,-7,13,-7,-7,6,20,-1,-12,-2,9,7,-9,-1,1
25,-7,-4,-8,14,-5,-8,6,22,3,-11,-3,10,12,-9,-2,1
29,-6,-2,-10,16,-1,-10,5,25,8,-11,-4,14,14,-8,-3,1
31,-5,-2,-12,19,3,-11,3,27,12,-11,-6,20,12,-5,-4,1
33,-2,-1,-13,21,6,-11,2,29,14,-10,-7,25,9,-3,-5,1
35,1,-1,-12,23,8,-10,0,29,15,-8,-9,29,5,-2,-5,1
36,4,-1,-12,25,11,-8,-1,29,15,-5,-11,31,3,-3,-5,1
36,10,-1,-12,27,12,-5,-1,28,14,1,-15,32,6,-5,-5,1
37,16,-1,-12,29,14,-4,-1,29,13,7,-20,31,13,-9,-6,1
38,21,-3,-14,30,16,-3,0,30,13,14,-26,31,18,-11,-8,1
40,25,-5,-16,31,17,-4,0,31,12,19,-31,32,22,-10,-12,1
42,26,-7,-16,32,19,-4,-1,32,11,23,-32,33,22,-7,-15,1
42,27,-8,-15,31,20,-4,-2,33,10,24,-31,34,21,-2,-17,1
41,26,-8,-13,31,20,-2,-3,32,7,23,-25,34,18,1,-17,1
39,25,-8,-11,30,20,-1,-4,31,4,20,-19,32,16,3,-15,1
37,22,-9,-10,31,17,-1,-6,29,0,14,-13,28,14,2,-13,1
35,19,-10,-9,32,12,-2,-9,28,-4,8,-10,22,11,0,-11,1
34,13,-12,-9,32,8,-3,-11,27,-8,2,-9,17,7,-3,-9,1
33,9,-14,-10,32,4,-4,-13,26,-12,-4,-10,13,1,-5,-8,1
33,5,-17,-10,31,0,-6,-14,24,-15,-8,-11,9,-4,-7,-7,1
33,3,-19,-9,30,-2,-7,-13,21,-16,-10,-10,6,-7,-8,-6,1
31,3,-21,-8,28,-2,-8,-12,18,-16,-11,-9,4,-8,-9,-4,1
28,4,-21,-6,26,-2,-8,-11,14,-14,-10,-7,3,-9,-9,-2,1
25,5,-22,-4,24,-3,-8,-9,12,-11,-10,-5,3,-10,-9,1,1
23,6,-21,-3,23,-4,-7,-7,10,-6,-12,-4,5,-11,-8,3,1
21,7,-20,-3,22,-5,-8,-5,8,2,-14,-4,6,-11,-8,5,1
20,8,-19,-5,21,-6,-9,-3,7,9,-17,-6,6,-10,-9,7,1
18,9,-18,-8,20,-7,-10,-1,6,15,-20,-7,6,-9,-10,8,1
17,10,-17,-11,19,-8,-12,1,5,17,-21,-7,3,-8,-10,9,1
16,10,-15,-14,17,-9,-13,1,3,14,-19,-5,1,-9,-9,10,1
14,11,-14,-17,15,-8,-13,2,3,8,-14,-3,0,-10,-7,11,1
13,14,-13,-18,12,-6,-12,1,3,1,-8,-1,0,-11,-4,10,1
11,19,-12,-20,11,-3,-11,1,3,-6,-2,1,0,-11,-1,8,1
9,25,-11,-23,10,0,-10,1,2,-10,4,1,-1,-9,2,5,1
6,31,-10,-26,9,1,-9,0,2,-12,8,0,-2,-6,3,3,1
5,34,-8,-29,9,2,-7,-1,0,-11,12,-3,-3,-3,3,1,1
6,33,-6,-31,7,3,-4,-4,-1,-8,14,-6,-4,1,3,-1,1
6,31,-3,-32,5,5,-1,-6,-1,-4,16,-10,-3,5,1,-3,1
6,28,0,-31,2,8,2,-8,-1,1,16,-14,-1,9,-1,-5,1
5,25,3,-28,-1,11,4,-9,0,6,17,-18,1,13,-2,-8,1
4,22,7,-24,-3,13,7,-9,0,10,18,-21,4,16,-2,-10,1
2,19,11,-20,-3,13,9,-8,0,13,19,-23,6,17,0,-13,1
0,14,14,-15,-3,12,11,-7,1,13,21,-24,7,18,1,-15,1
-1,9,15,-9,-3,10,13,-6,2,11,21,-24,6,18,2,-17,1
-3,2,14,-3,-5,7,14,-6,3,6,21,-23,4,17,3,-17,1
-5,-3,11,4,-7,4,15,-5,4,0,19,-19,2,14,4,-16,1
-7,-6,8,10,-8,2,16,-4,5,-6,16,-15,0,11,3,-13,1
-8,-6,4,13,-7,0,14,-4,6,-10,12,-11,-1,10,-2,-10,1
-5,-1,-5,13,-1,-1,9,-5,8,-11,0,-6,-1,9,-13,-4,1
-4,3,-8,11,1,1,6,-6,10,-11,-6,-4,1,5,-17,-1,1
-5,7,-11,9,1,2,3,-7,9,-12,-12,0,1,0,-19,3,1
-6,9,-14,7,-1,3,1,-7,8,-14,-16,5,1,-6,-19,6,1
-6,9,-16,6,-3,4,-1,-6,6,-17,-19,10,1,-13,-17,9,1
-4,7,-17,5,-5,4,-3,-5,3,-18,-20,15,1,-17,-15,11,1
-1,5,-18,5,-5,3,-4,-3,0,-18,-20,18,0,-19,-13,12,1
3,2,-18,5,-4,2,-5,-1,-1,-17,-18,19,0,-17,-12,11,1
6,1,-17,4,-3,1,-5,1,-1,-16,-16,18,-1,-15,-10,10,1
6,3,-15,2,-1,0,-5,2,-1,-14,-14,15,-2,-12,-7,8,1
-4,14,-1,-11,1,3,-6,2,-1,-11,-5,4,-6,-4,-2,-1,1
-4,14,3,-14,2,3,-8,2,-1,-11,-4,2,-4,-5,-1,-3,1
-5,14,6,-16,1,4,-9,2,-1,-10,-3,0,-3,-5,-2,-4,1
-6,14,7,-18,0,6,-10,2,1,-8,-2,-3,-3,-2,-3,-5,1
-6,14,8,-19,0,6,-9,1,1,-6,-2,-5,-4,1,-3,-5,1
-6,14,7,-18,2,5,-8,-1,1,-2,-2,-7,-5,3,-2,-5,1
-6,14,7,-16,4,2,-5,-2,1,3,-2,-9,-4,3,-1,-5,1
-4,12,6,-13,6,1,-3,-3,0,8,-2,-11,-2,4,-2,-6,1
-1,9,6,-9,7,0,0,-3,0,11,-2,-11,-1,7,-2,-6,1
1,5,5,-5,6,1,3,-4,-1,14,-2,-10,-1,10,-2,-7,1
2,2,5,-1,4,3,5,-4,-2,14,-1,-9,0,12,-2,-8,1
1,0,4,2,1,4,8,-5,-2,12,0,-7,1,13,0,-10,1
0,-1,5,5,0,6,10,-6,-2,10,1,-5,2,11,1,-11,1
-2,0,6,6,-1,6,11,-6,-2,6,1,-3,4,9,1,-11,1
-3,2,7,7,0,7,12,-6,0,3,2,-1,5,8,0,-10,1
-4,3,7,8,0,8,12,-6,1,-1,2,1,5,10,-4,-8,1
-4,4,6,10,-1,10,12,-5,3,-5,1,2,4,13,-9,-5,1
-6,6,4,13,-3,11,12,-3,5,-9,-1,5,2,13,-13,-2,1
-11,0,-10,23,-9,-3,6,9,4,-15,-18,20,-4,-6,-6,8,1
-12,-3,-12,23,-8,-8,2,11,4,-15,-20,21,-4,-9,-4,7,1
-12,-6,-12,21,-8,-13,-2,13,5,-15,-21,21,-4,-8,-4,6,1
-13,-9,-11,18,-9,-16,-6,15,6,-15,-21,19,-4,-7,-5,4,1
-14,-13,-10,15,-11,-18,-9,16,6,-15,-22,16,-5,-6,-7,3,1
-15,-16,-8,12,-14,-18,-11,16,7,-15,-21,12,-6,-6,-8,2,1
-16,-18,-6,9,-16,-17,-14,16,6,-15,-21,8,-7,-7,-8,1,1
-16,-19,-5,7,-17,-16,-15,15,5,-15,-20,5,-9,-8,-8,0,1
-18,-17,-4,6,-16,-16,-15,14,3,-15,-18,3,-10,-9,-8,0,1
-10,7,-3,3,-2,-2,-3,3,-9,-3,0,-4,-4,2,-10,-4,1
-10,5,-2,5,-3,-1,-1,3,-7,-4,1,-4,-3,3,-10,-4,1
-9,4,-1,7,-5,0,2,3,-6,-6,1,-4,-3,1,-9,-4,1
-9,2,1,9,-6,1,4,3,-6,-7,1,-4,-3,-3,-8,-3,1
-12,-4,2,17,-6,-4,6,5,-9,-10,-6,2,-4,-11,-13,4,1
-14,-8,1,19,-6,-6,4,7,-11,-11,-10,5,-5,-11,-17,7,1
-15,-11,-1,21,-6,-9,2,8,-11,-12,-13,8,-6,-11,-20,8,1
-17,-13,-3,21,-8,-11,-1,9,-10,-12,-17,10,-5,-10,-22,9,1
-19,-14,-5,21,-9,-14,-3,9,-8,-10,-19,11,-2,-10,-23,8,1
-22,-13,-7,20,-9,-16,-6,9,-6,-9,-19,10,2,-9,-22,6,1
-23,-12,-8,18,-8,-18,-9,9,-4,-7,-18,9,5,-8,-20,3,1
-8,-5,3,3,-1,-10,-2,7,-4,-7,-2,0,-1,-7,-11,6,1
-7,1,4,-7,0,-7,2,-3,-2,-6,3,-11,-10,-4,-9,7,1
-3,-4,-2,13,4,-5,-1,6,-3,-3,-9,16,-2,-9,-5,17,1
-4,1,0,10,4,-3,2,5,0,1,-9,11,0,-6,-6,15,1
-4,6,2,7,4,-1,5,2,4,3,-8,7,3,-4,-7,13,1
-4,12,4,2,2,4,7,1,6,4,-7,4,5,-4,-5,11,1
-4,18,6,-3,2,8,10,-1,8,5,-4,1,6,-4,-2,10,1
-4,24,9,-6,2,12,12,-2,9,6,-1,-2,7,-4,1,8,1
-4,28,12,-6,3,15,14,-2,11,8,2,-5,10,-4,4,5,1
-3,30,15,-4,4,17,16,-1,12,9,5,-7,12,-2,6,3,1
-1,28,17,-1,6,18,18,1,12,9,7,-8,13,0,6,2,1
2,25,19,2,8,18,18,2,12,8,8,-6,14,1,6,1,1
4,21,20,3,11,17,17,3,11,8,9,-3,15,2,7,2,1
6,18,20,4,15,14,15,3,11,9,9,1,17,2,9,2,1
6,14,20,1,21,7,9,3,15,11,9,7,23,2,11,5,1
5,12,19,-1,23,3,6,3,18,12,8,7,26,4,9,6,1
6,9,16,-4,22,0,2,2,21,12,7,6,28,5,6,7,1
6,7,13,-6,21,-2,-2,2,21,11,7,4,28,5,3,8,1
6,6,11,-9,19,-2,-6,2,20,10,6,1,26,3,-1,9,1
5,7,8,-12,18,-2,-9,1,20,8,4,-1,25,2,-5,9,1
4,8,6,-14,17,-2,-10,-1,22,7,1,-4,26,0,-10,10,1
4,9,4,-15,17,-2,-10,-3,25,6,-2,-6,27,0,-13,10,1
5,8,3,-15,16,-1,-8,-5,28,6,-4,-8,27,2,-16,9,1
6,6,3,-13,14,-1,-6,-6,32,6,-5,-10,26,6,-17,8,1
7,3,3,-10,12,-1,-2,-6,35,8,-5,-12,25,11,-16,6,1
8,1,3,-7,10,1,1,-7,36,11,-3,-14,24,15,-13,5,1
8,1,3,-4,9,1,4,-7,35,14,0,-14,22,18,-9,3,1
8,3,1,-2,9,2,6,-8,34,16,3,-14,22,20,-5,2,1
9,6,-1,-3,12,3,7,-9,33,17,5,-13,22,21,-2,1,1
12,10,-1,-5,16,4,7,-10,33,18,6,-11,23,22,1,0,1
16,13,-1,-8,20,4,6,-11,34,20,5,-9,24,22,4,-1,1
19,13,0,-11,23,4,5,-11,35,20,2,-7,26,21,4,-2,1
19,13,1,-14,25,2,4,-10,37,19,0,-6,29,20,4,-2,1
17,12,3,-14,24,-1,3,-9,40,17,-2,-6,32,19,3,-4,1
14,10,4,-13,21,-3,3,-7,41,13,-1,-6,31,19,2,-5,1
10,8,4,-9,17,-3,2,-4,41,9,2,-7,29,20,3,-6,1
6,7,4,-4,13,-2,2,0,39,6,6,-7,25,21,5,-7,1
17,16,10,-23,4,7,15,-6,40,-13,-11,3,-2,11,11,0,1
15,17,15,-19,4,11,19,-5,46,-16,-12,7,1,11,12,1,1
19,-15,-4,-6,-3,-6,0,3,45,-12,-9,-13,12,14,-16,2,1
19,-14,-3,-4,0,-6,2,3,48,-8,-11,-16,15,14,-16,-1,1
19,-13,0,-2,2,-4,3,3,48,-4,-14,-17,17,14,-15,-3,1
18,-12,2,0,3,-3,5,3,47,-2,-16,-16,18,13,-13,-4,1
16,-12,3,3,2,-3,7,3,43,-1,-18,-12,17,11,-11,-5,1
13,-12,2,5,0,-3,8,3,37,-3,-18,-7,16,9,-10,-5,1
8,-12,0,9,-2,-4,9,2,30,-6,-17,-1,13,7,-9,-5,1
4,-13,-2,12,-4,-4,7,2,21,-9,-15,7,12,5,-8,-5,1
21,-4,2,-4,11,15,-4,-7,-3,7,23,2,8,4,15,2,1
21,-1,2,-7,11,16,-5,-8,-3,7,22,3,9,4,14,2,1
22,1,1,-10,11,15,-5,-8,-5,7,21,4,9,5,13,2,1
22,2,-2,-12,11,12,-6,-7,-6,6,20,6,9,4,12,2,1
22,2,-4,-13,11,9,-6,-6,-8,5,19,8,8,3,11,2,1
21,1,-5,-14,9,5,-6,-5,-11,4,18,9,6,0,11,2,1
20,0,-4,-15,7,3,-5,-4,-14,4,17,9,4,-3,12,2,1
-15,-8,-7,8,-6,-4,-21,8,0,-12,-16,3,-14,-18,-2,9,1
-17,-11,-9,5,-8,-7,-26,9,1,-14,-18,-2,-16,-18,-4,6,1
-19,-14,-10,2,-11,-10,-29,9,2,-16,-17,-6,-17,-16,-7,3,1
-20,-16,-11,0,-12,-14,-30,9,4,-17,-16,-11,-19,-12,-9,0,1
-20,-18,-12,-1,-13,-18,-29,9,6,-18,-15,-15,-18,-10,-10,-3,1
-17,-19,-13,-2,-13,-19,-27,8,9,-20,-13,-18,-17,-9,-11,-4,1
-13,-19,-13,-2,-13,-17,-23,7,12,-21,-12,-20,-15,-10,-11,-5,1
5,-11,-7,-9,-1,-1,-15,-6,-12,-12,4,-9,-9,-15,-6,1,1
4,-10,-9,-8,-1,1,-18,-5,-12,-12,2,-7,-9,-16,-5,2,1
2,-10,-10,-5,-2,2,-19,-4,-11,-12,1,-3,-9,-17,-4,4,1
-1,-9,-11,-1,-4,2,-19,-1,-11,-12,0,2,-11,-16,-2,7,1
-4,-9,-12,4,-6,0,-16,2,-12,-12,0,6,-13,-15,0,10,1
-7,-14,-17,10,-15,-10,-11,9,-11,-11,-19,9,-18,-11,-12,8,1
-8,-12,-17,7,-16,-10,-12,8,-10,-11,-23,5,-16,-12,-17,7,1
-8,-9,-17,3,-16,-8,-13,6,-10,-11,-25,2,-16,-13,-22,5,1
-7,-5,-16,0,-14,-6,-13,5,-11,-11,-25,-2,-15,-14,-23,4,1
-7,-3,-14,-3,-13,-4,-13,5,-11,-11,-24,-4,-15,-16,-23,3,1
-8,-1,-11,-3,-13,-3,-12,4,-12,-12,-22,-5,-16,-18,-20,3,1
-11,4,9,-8,-14,4,7,-4,-13,7,10,-29,-21,12,-12,-4,1
-8,6,10,-15,-13,5,5,-4,-10,12,11,-36,-16,13,-14,-6,1
-4,8,10,-23,-10,6,1,-5,-6,16,10,-41,-11,14,-15,-8,1
1,9,9,-30,-6,5,-3,-5,-2,19,9,-43,-6,15,-16,-10,1
5,10,9,-35,-3,3,-6,-5,2,20,8,-43,-2,15,-15,-11,1
7,11,8,-38,0,2,-9,-5,6,19,8,-42,1,14,-13,-10,1
7,11,8,-40,1,1,-11,-5,8,17,8,-38,4,11,-11,-9,1
5,12,8,-40,1,0,-12,-5,7,16,7,-34,4,8,-8,-8,1
2,11,8,-38,-1,1,-13,-4,5,14,5,-28,3,4,-6,-6,1
-2,11,8,-35,-2,2,-14,-4,1,13,3,-23,2,2,-6,-4,1
-5,10,8,-31,-3,2,-13,-3,-3,12,0,-16,1,0,-5,-2,1
-6,9,8,-25,-3,3,-12,-3,-6,12,-3,-10,1,-1,-5,-2,1
-6,8,6,-19,-1,3,-10,-2,-8,13,-5,-4,2,1,-5,-2,1
-4,7,5,-14,0,4,-9,-1,-10,15,-6,0,3,3,-5,-2,1
-3,7,-3,10,4,2,9,-5,-8,27,-3,-12,8,10,-4,-10,1
-2,7,-2,10,5,5,8,-5,-4,27,-1,-13,7,10,0,-8,1
-1,7,-1,9,6,7,7,-5,-1,26,0,-13,7,9,3,-7,1
-1,6,1,9,6,8,5,-5,3,22,1,-12,7,8,5,-5,1
0,5,0,8,7,8,4,-4,6,18,3,-9,8,7,5,-2,1
3,4,-1,8,8,6,3,-3,8,12,4,-6,9,4,5,0,1
6,2,-4,8,9,3,2,-2,8,8,4,-2,12,2,3,2,1
10,0,-7,7,10,-2,1,0,7,5,5,1,14,-1,1,4,1
13,-3,-10,6,10,-5,-1,1,5,4,5,4,17,-3,-1,6,1
14,-5,-11,6,11,-6,-2,2,3,5,6,5,19,-4,-3,6,1
14,-7,-11,6,10,-6,-4,2,0,6,7,5,21,-4,-5,6,1
13,-8,-10,7,9,-5,-4,2,-4,8,8,5,21,-3,-7,5,1
4,-4,-6,14,8,-1,3,-1,-6,18,3,7,17,12,-7,-2,1
1,-1,-7,15,7,0,3,-1,-2,18,-1,8,18,13,-5,-3,1
-1,3,-7,14,6,3,3,-2,2,19,-4,10,20,12,-3,-2,1
-2,5,-6,13,5,6,2,-3,5,19,-6,12,21,10,-1,-1,1
-2,7,-4,10,5,9,2,-3,6,18,-5,12,22,8,0,1,1
-1,9,-1,8,5,10,2,-4,5,17,-3,12,23,3,2,2,1
-6,5,-3,-8,3,-1,-16,1,2,20,3,-19,37,-19,-6,-6,1
-20,-11,-3,7,-17,-7,-7,4,2,-4,-19,9,1,-17,-9,14,1
19,-7,-7,-13,6,-1,-9,-3,8,12,3,-6,-1,16,2,-1,1
16,-4,-8,-15,3,2,-11,-4,7,12,3,-8,-2,16,0,-1,1
12,-1,-9,-15,0,4,-12,-5,5,12,3,-9,-3,16,-1,-1,1
6,2,-9,-13,0,6,-14,-6,4,12,2,-9,-4,15,-2,-1,1
2,2,-8,-10,1,6,-15,-6,4,11,-2,-8,-5,14,-3,0,1
-3,1,-6,-6,2,5,-14,-6,5,11,-8,-6,-6,12,-5,1,1
-5,-2,-4,-2,3,3,-13,-6,6,10,-16,-3,-8,8,-6,3,1
-7,-5,-3,2,2,1,-11,-6,8,8,-25,1,-8,2,-7,5,1
-8,-9,-3,6,-1,-1,-7,-6,10,6,-33,6,-8,-4,-7,8,1
-9,-12,-2,8,-4,-3,-3,-5,11,3,-37,10,-7,-11,-7,11,1
-9,-14,-1,11,-6,-4,1,-6,12,-2,-38,14,-6,-17,-6,14,1
-8,-16,-1,12,-9,-4,5,-6,12,-8,-36,17,-4,-21,-6,16,1
-8,-17,-1,13,-11,-4,9,-6,10,-15,-32,20,-5,-24,-6,18,1
-7,-17,-1,12,-13,-3,11,-7,7,-21,-26,21,-9,-25,-5,19,1
-3,-8,1,-13,-14,-1,-1,-8,5,-20,-3,-11,-11,-5,-25,11,1
1,-8,2,-17,-11,-1,-3,-8,6,-14,-4,-15,-9,-1,-27,10,1
5,-8,1,-19,-8,-1,-5,-8,6,-11,-5,-17,-9,2,-28,9,1
8,-8,-1,-20,-6,-2,-6,-7,6,-9,-5,-16,-9,3,-27,9,1
12,-8,-3,-21,-4,-2,-7,-6,5,-8,-5,-13,-9,3,-26,9,1
14,-8,-6,-21,-3,-3,-9,-5,3,-10,-5,-11,-9,1,-23,9,1
16,-8,-8,-22,-3,-3,-11,-5,3,-12,-4,-9,-9,-1,-21,9,1
18,-8,-11,-23,-3,-2,-14,-4,3,-14,-3,-9,-9,-4,-19,9,1
20,-8,-12,-24,-3,-1,-17,-4,4,-15,-2,-9,-7,-5,-18,9,1
21,-7,-13,-26,-3,0,-19,-4,7,-15,-2,-9,-6,-6,-18,10,1
21,-6,-13,-28,-2,-1,-19,-4,9,-14,-3,-9,-3,-6,-17,10,1
21,-4,-12,-28,-1,-3,-17,-3,11,-11,-4,-9,-2,-4,-17,9,1
19,-3,-11,-28,0,-4,-15,-3,11,-8,-5,-9,-1,-3,-16,9,1
16,-1,-9,-27,-1,-5,-13,-2,10,-5,-6,-7,0,-1,-16,8,1
12,0,-7,-24,-2,-4,-11,-1,8,-3,-6,-5,1,1,-15,7,1
9,1,-5,-21,-2,-4,-11,-1,4,-1,-7,-1,1,2,-15,7,1
5,2,-5,-17,-1,-3,-10,-1,2,0,-9,4,3,3,-14,6,1
3,4,-4,-13,2,-2,-9,-1,0,0,-10,9,5,3,-14,5,1
1,5,-3,-9,4,-2,-8,-2,-2,1,-11,14,8,3,-13,4,1
1,5,-3,-7,6,-2,-6,-3,-4,0,-10,17,9,2,-12,3,1
1,4,-3,-5,9,-2,-4,-4,-6,-1,-9,19,11,1,-11,2,1
3,3,-3,-3,11,-3,-3,-6,-8,-2,-7,20,13,0,-11,2,1
6,1,-4,-2,12,-3,-2,-7,-8,-4,-5,20,15,-1,-12,1,1
9,0,-6,-2,14,-4,-1,-8,-6,-5,-3,19,17,-1,-12,1,1
12,-1,-8,-3,16,-5,-2,-8,-4,-5,-2,16,19,-1,-13,1,1
14,-2,-10,-4,17,-6,-4,-8,-2,-4,-2,13,20,-2,-13,1,1
15,-2,-12,-6,16,-7,-7,-8,-1,-3,-2,9,20,-3,-14,1,1
16,-3,-13,-9,16,-7,-10,-7,0,-2,-1,6,19,-3,-14,1,1
18,-3,-13,-12,16,-7,-12,-7,1,-1,-1,3,19,-3,-14,1,1
20,-2,-13,-14,17,-7,-13,-6,1,-1,1,2,18,-2,-14,1,1
22,-1,-13,-15,19,-7,-13,-6,0,0,3,1,17,1,-14,0,1
24,1,-12,-16,20,-7,-11,-5,-1,0,5,1,16,3,-12,-1,1
25,3,-12,-16,20,-7,-10,-4,-2,1,9,2,15,6,-10,-3,1
25,4,-12,-14,21,-7,-9,-3,-4,1,12,4,16,9,-8,-4,1
26,6,-12,-13,21,-5,-8,-2,-5,2,14,6,17,11,-6,-4,1
27,7,-12,-11,23,-3,-7,-2,-4,4,16,8,20,12,-5,-4,1
28,8,-11,-9,25,0,-6,-3,-2,5,16,10,23,13,-4,-3,1
29,9,-9,-6,27,2,-4,-3,2,5,15,12,27,13,-4,-3,1
29,8,-7,-3,28,3,-2,-3,5,5,13,13,30,13,-4,-2,1
30,6,-5,0,29,3,0,-3,8,4,12,14,31,13,-5,-1,1
29,3,-4,2,28,2,2,-2,10,4,10,13,31,13,-6,0,1
27,0,-2,4,27,0,2,0,12,5,8,12,31,13,-6,0,1
25,-3,-2,6,26,-2,2,1,12,6,6,10,29,13,-6,0,1
23,-5,-2,7,24,-3,1,2,11,8,5,8,27,12,-6,-1,1
15,-8,1,12,19,-8,9,-1,5,10,22,-7,22,15,4,-11,1
13,-5,-1,10,19,-6,6,-2,4,8,23,-5,21,15,5,-11,1
10,-1,-2,9,18,-3,3,-1,4,5,23,-3,20,13,7,-10,1
8,4,-2,8,18,-1,1,0,4,2,22,1,17,11,10,-9,1
5,8,-2,7,17,1,0,1,4,0,20,5,14,9,14,-8,1
3,12,-1,8,17,2,1,3,5,-2,18,8,12,6,17,-7,1
2,15,-1,9,17,2,3,4,6,-2,16,10,12,3,20,-5,1
2,16,-1,10,17,1,4,5,6,-1,14,11,11,2,21,-4,1
2,17,-2,11,16,1,5,5,6,2,12,10,11,2,20,-3,1
2,15,-2,10,14,2,5,5,6,3,10,9,10,2,18,-2,1
3,12,-2,9,11,2,4,4,5,3,7,8,7,3,16,-2,1
2,8,-2,8,8,2,3,4,4,2,3,6,3,2,12,-2,1
-5,-14,3,4,-4,-6,-12,10,3,-12,-19,6,-17,-8,-9,11,1
-5,-12,1,3,-4,-6,-12,9,3,-13,-22,5,-16,-8,-14,10,1
-6,-10,-2,1,-4,-6,-13,7,3,-14,-23,4,-14,-7,-18,9,1
-7,-8,-4,0,-5,-6,-13,6,4,-14,-25,3,-13,-7,-21,8,1
-7,-8,-5,0,-7,-5,-13,4,5,-16,-25,3,-11,-6,-22,6,1
-6,-8,-8,1,-9,-3,-12,3,6,-17,-24,3,-9,-6,-23,5,1
-5,-9,-10,2,-10,-1,-12,1,6,-19,-23,3,-8,-6,-23,4,1
-4,-10,-13,4,-11,0,-12,0,7,-20,-22,2,-7,-5,-23,3,1
-3,-11,-15,6,-11,1,-12,-1,8,-20,-20,1,-6,-4,-23,2,1
-3,-13,-18,7,-12,0,-13,-1,10,-19,-19,-1,-5,-1,-23,1,1
-2,-14,-19,8,-12,-2,-13,-1,12,-17,-17,-3,-4,1,-22,-1,1
-2,-15,-20,7,-12,-4,-13,-1,13,-15,-15,-5,-4,4,-21,-2,1
-1,-15,-20,5,-13,-5,-12,-1,15,-13,-14,-8,-5,6,-19,-3,1
-1,-13,-18,2,-13,-5,-11,-2,17,-10,-12,-12,-6,8,-17,-3,1
-1,-11,-16,-1,-14,-3,-10,-3,19,-7,-11,-16,-6,10,-14,-4,1
-4,-8,-13,-4,-17,0,-9,-3,21,-3,-9,-20,-6,10,-12,-5,1
-7,-5,-10,-7,-20,2,-8,-4,20,0,-6,-24,-5,11,-10,-6,1
-9,-3,-8,-10,-22,3,-7,-4,18,3,-3,-27,-4,11,-9,-7,1
-12,-1,-6,-13,-24,3,-7,-3,15,6,1,-30,-4,12,-9,-7,1
-13,0,-4,-16,-25,4,-7,-3,12,8,5,-32,-4,12,-8,-8,1
-12,1,-3,-17,-25,5,-8,-3,9,9,9,-33,-5,13,-6,-8,1
-9,1,-2,-18,-23,7,-8,-3,7,9,12,-32,-6,13,-3,-7,1
-6,1,0,-18,-19,8,-8,-3,5,9,15,-29,-8,13,1,-6,1
-2,1,2,-16,-14,8,-7,-3,2,9,17,-25,-10,13,5,-6,1
1,0,5,-14,-9,7,-4,-3,-3,8,19,-21,-12,14,7,-5,1
3,0,8,-13,-5,6,0,-3,-7,8,21,-17,-14,15,9,-5,1
8,7,10,-6,-5,16,14,-9,-6,8,9,3,-8,16,7,-3,1
